day,lat,lon
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.2975,-71.05694
Friday,42.29736,-71.0569
Friday,42.29755,-71.05622
Friday,42.297137,-71.056824
Friday,42.29687,-71.05684
Friday,42.296663,-71.056728
Friday,42.29665,-71.05628
Friday,42.29644,-71.05676
Friday,42.29644,-71.05676
Friday,42.29617,-71.05661
Friday,42.29602,-71.05656
Friday,42.29602,-71.05656
Friday,42.29602,-71.05656
Friday,42.29629,-71.05597
Friday,42.29579,-71.05653
Friday,42.29569,-71.05649
Friday,42.29614,-71.05593
Friday,42.29594,-71.05597
Friday,42.29594,-71.05597
Friday,42.29535,-71.05644
Friday,42.29524,-71.0564
Friday,42.29468,-71.05667
Friday,42.29454,-71.05675
Friday,42.29425,-71.05649
Friday,42.29406,-71.05664
Friday,42.29333,-71.05754
Friday,42.29333,-71.05754
Friday,42.29333,-71.05754
Friday,42.293,-71.05707
Friday,42.29212,-71.05708
Friday,42.29199,-71.05708
Friday,42.29268,-71.05752
Friday,42.29149,-71.05749
Friday,42.29117,-71.05729
Friday,42.29104,-71.05735
Friday,42.29104,-71.05735
Friday,42.29104,-71.05735
Friday,42.29104,-71.05735
Friday,42.29104,-71.05735
Friday,42.29099,-71.05754
Friday,42.29099,-71.05754
Friday,42.29099,-71.05754
Friday,42.29099,-71.05754
Friday,42.29093,-71.05773
Friday,42.29093,-71.05773
Friday,42.29093,-71.05773
Friday,42.29093,-71.05773
Friday,42.29075,-71.058
Friday,42.29075,-71.058
Friday,42.29075,-71.058
Friday,42.29075,-71.058
Friday,42.292184,-71.057611
Friday,42.292184,-71.057611
Friday,42.29161,-71.05754
Friday,42.29161,-71.05754
Friday,42.29149,-71.05749
Friday,42.29149,-71.05749
Friday,42.29117,-71.05729
Friday,42.29117,-71.05729
Friday,42.29078,-71.05699
Friday,42.2906,-71.05619
Friday,42.2906,-71.05619
Friday,42.2906,-71.05619
Friday,42.2906,-71.05619
Friday,42.29046,-71.05612
Friday,42.29029,-71.05602
Friday,42.29029,-71.05602
Friday,42.29016,-71.05596
Friday,42.29003,-71.05585
Friday,42.29003,-71.05585
Friday,42.28985,-71.05581
Friday,42.28985,-71.05581
Friday,42.2896,-71.05621
Friday,42.289834,-71.055808
Friday,42.28974,-71.05575
Friday,42.28964,-71.05569
Friday,42.289628,-71.055684
Friday,42.28953,-71.05563
Friday,42.28933,-71.05553
Friday,42.28933,-71.05553
Friday,42.28922,-71.0555
Friday,42.28922,-71.0555
Friday,42.28901,-71.05539
Friday,42.28901,-71.05539
Friday,42.28883,-71.05579
Friday,42.28883,-71.05579
Friday,42.28845,-71.0557
Friday,42.28845,-71.0557
Friday,42.299952,-71.058533
Friday,42.299168,-71.057538
Friday,42.358178,-71.134215
Friday,42.358264,-71.136363
Friday,42.35846,-71.13693
Friday,42.3586,-71.13629
Friday,42.358514,-71.135886
Friday,42.35864,-71.136519
Friday,42.35864,-71.136519
Friday,42.35864,-71.136519
Friday,42.35864,-71.136519
Friday,42.35843,-71.13531
Friday,42.35843,-71.13531
Friday,42.29069,-71.0582
Friday,42.29069,-71.0582
Friday,42.29069,-71.0582
Friday,42.29069,-71.0582
Friday,42.29089,-71.05704
Friday,42.29078,-71.05699
Friday,42.2906,-71.05619
Friday,42.29039,-71.05669
Friday,42.29028,-71.0566
Friday,42.29046,-71.05612
Friday,42.289774,-71.056295
Friday,42.28985,-71.05581
Friday,42.2896,-71.05621
Friday,42.28974,-71.05575
Friday,42.289424,-71.056133
Friday,42.28953,-71.05563
Friday,42.289279,-71.056066
Friday,42.28933,-71.05553
Friday,42.28922,-71.0555
Friday,42.28867,-71.0558
Friday,42.28867,-71.05532
Friday,42.28855,-71.05572
Friday,42.28855,-71.05572
Friday,42.28845,-71.0557
Friday,42.28835,-71.05562
Friday,42.35843,-71.13531
Friday,42.35828,-71.13586
Friday,42.358423,-71.13527
Friday,42.35821,-71.13568
Friday,42.35821,-71.13558
Friday,42.35824,-71.13547
Friday,42.358015,-71.134921
Friday,42.35864,-71.136519
Friday,42.35823,-71.134435
Friday,42.35797,-71.134753
Friday,42.358081,-71.133935
Friday,42.35778,-71.134019
Friday,42.35776,-71.13394
Friday,42.35769,-71.133839
